rid	qln	items
A2TSJME7F9NR3P	1	['B0092TQHP2', 'B00993E7PI']
A2TSQ9DDPHQXEI	10	['B00IK5CZHI']
A2TSQ9DDPHQXEI	12	['B00AGABISW']
A2TSSD160697Y3	1	['B00713P0BS']
A2TSSD160697Y3	13	['B008BAUKSI']
A2TSWCGE0F1LUL	1	['B0067RAI02', 'B00AWNTX8U']
A2TSWCGE0F1LUL	11	['B00AWNTX8U']
A2TT8DHJJCO3FH	12	['B00B7D7OIK']
A2TT8DHJJCO3FH	16	['B00H2BJ7WC']
A2TTANVO72TRYW	1	['B005TAMXRY', 'B005NKC2IA', 'B006FZ1SVO']
A2TTANVO72TRYW	12	['B005SKGJX4']
A2TTB068NQHWHI	1	['B00AYQR0P8', 'B0090YGJ4I']
A2TTTV22BP69TP	1	['B0054EGQDM']
A2TU9L1QP000WS	1	['B00499DUC8', 'B005WQRMWG']
A2TU9L1QP000WS	16	['B007Q4Z1NE']
A2TU9L1QP000WS	28	['B00E3UKHQU']
A2TU9L1QP000WS	4	['B005WQRMWG']
A2TU9L1QP000WS	6	['B0093TSSGW']
A2TUD0VXUTNO7N	1	['B00DGFVVWC', 'B00CGY4JAU']
A2TUKFP6WB9FMI	1	['B00E486Q9I', 'B009Y0ZH6Y']
A2TUKFP6WB9FMI	12	['B00BT7RAPG']
A2TUKFP6WB9FMI	14	['B00BT7RAPG']
A2TULVCE15AKGU	1	['B00EK5SSMS']
A2TULVCE15AKGU	11	['B00EK5SSMS']
A2TULVCE15AKGU	6	['B0092KJ9BU']
A2TV0ZDQN72RVC	1	['B00DI454QA', 'B0090E8LJY']
A2TVARJYQJD6HA	1	['B0094CX0PW', 'B005SUHPO6']
A2TVARJYQJD6HA	2	['B0014KOB6Y']
A2TVB76XL8C982	1	['B006ZGB4D0']
A2TVB76XL8C982	3	['B007C8XRJY']
A2TVCJ09I19SRI	1	['B00713EB22', 'B003Z6YO9Y']
A2TVH2OBNXYXHV	1	['B00IQIACAG', 'B00ANALDWQ']
A2TVH2OBNXYXHV	10	['B008MF3ZAC']
A2TVH2OBNXYXHV	12	['B009A51Y10']
A2TVH2OBNXYXHV	5	['B00FH669I4']
A2TVI1H36ZUB7	1	['B005G00W16', 'B004Q6WE3K', 'B004Y0UVBK']
A2TVI1H36ZUB7	10	['B00462QTA8', 'B005FUNYSA']
A2TVI1H36ZUB7	13	['B005HNJJWA']
A2TVI1H36ZUB7	16	['B004LRVNG8', 'B0061YRDX6', 'B00H2BJ7WC', 'B004SBJHW4']
A2TVJ0YDW3QO63	1	['B0094CX20U']
A2TVJ0YDW3QO63	17	['B00A8NP4LY']
A2TVJ0YDW3QO63	23	['B003RFG87E']
A2TVJ0YDW3QO63	6	['B0052L6RRM']
A2TVJ6XE7DKF7W	1	['B00CE3LM26', 'B00DD6I64A']
A2TVJ6XE7DKF7W	15	['B00B1V7PPK']
A2TW0JFDNJLHH6	12	['B0056HHXV6']
A2TW0JFDNJLHH6	22	['B004U3RL0U']
A2TW6AF7B4XCDQ	1	['B008QBGXQK']
A2TW7DLAOEO5Y	1	['B00D7ZBPQS']
A2TWA0AD3VX1SW	1	['B00BMCYYL6']
A2TWA0AD3VX1SW	16	['B001BZH2QI']
A2TWHU54TRCS7O	0	['B00I13ETZU']
A2TWHU54TRCS7O	1	['B005WALLP6', 'B0096XAUSY']
A2TWHU54TRCS7O	26	['B0096XAUSY']
A2TWRM1V9O0CEO	1	['B00APEIX5A', 'B009C6KFE4']
A2TWRM1V9O0CEO	11	['B00APEIX5A']
A2TWWN6H19LQOO	1	['B001FVPU9O']
A2TX6WYG005FG5	1	['B00CU7FO5C']
A2TX6WYG005FG5	21	['B00DG8NUC8']
A2TX6WYG005FG5	6	['B000SZ9I0K']
A2TXAVSHEUMPT	10	['B001XXUOQI']
A2TXR66RYK6C1	1	['B00EZJYJO0']
A2TXR66RYK6C1	3	['B0092JW4CW']
A2TXZ9JU5KO2AK	1	['B00ENOAYVY', 'B006JQN28G', 'B008B5DU44']
A2TXZ9JU5KO2AK	22	['B006H4CUI8']
A2TY9KJ0B5LI0P	1	['B005G22I9S', 'B005GL09CC', 'B004DM0S1M']
A2TYOD3FKGRPB1	1	['B003ZZXLHQ', 'B00DMKGPP4']
A2TYOD3FKGRPB1	6	['B001EMY4BY', 'B002DJEQ6K']
A2TYYA19FC5XY6	1	['B00FEQU1NG']
A2TYYA19FC5XY6	12	['B00EO984NI', 'B0093QU7DW']
A2TYYA19FC5XY6	13	['B005G00TJG']
A2TZFQGNB0UA76	1	['B007K3TIBW', 'B007PY653A', 'B005KDRA5K', 'B005KMNFBO', 'B0054EQQXC', 'B005DOTWSY', 'B008EU7HRM', 'B0073C0QSE', 'B006BEUV4E']
A2TZW26EATO8P6	1	['B00933884K', 'B00CA2YFFC']
A2TZW26EATO8P6	12	['B00C5SMPA8']
A2U019BJGLQWSI	13	['B008QBFD2K']
A2U019BJGLQWSI	33	['B00DLUYSPO']
A2U019BJGLQWSI	5	['B00DLUYSPO']
A2U02LLMFVRWGL	1	['B005SUHRVC']
A2U0LY01LK9C3E	1	['B0053FPKAC']
A2U0LY01LK9C3E	12	['B005CDLHC0']
A2U0LY01LK9C3E	15	['B003ZZZB9C', 'B005LFXBJG']
A2U0LY01LK9C3E	6	['B001HBIJOU']
A2U0UFTUMTFERI	10	['B006DQWIKK']
A2U12AIUFEP7CA	12	['B00DNV9V1W']
A2U12AIUFEP7CA	16	['B00D8T9QZU']
A2U16CWOXBD4LI	16	['B0052AFXS2']
A2U16CWOXBD4LI	3	['B007PZMD7G']
A2U1FCSPE22ITG	27	['B0099RGRT8']
A2U1IQIZANTNNW	13	['B007KWXHCY']
A2U1MFBODRXQ7H	15	['B00CTK6SLE']
A2U1MFBODRXQ7H	27	['B004G1L52Q']
A2U1MFBODRXQ7H	34	['B00CTK6SLE']
A2U1UGONKQNLZO	1	['B00C967AUG', 'B00AW2QT8I']
A2U1UGONKQNLZO	19	['B00AW2QT8I']
A2U1WHVMK9MRJ9	1	['B003TTQ4A4', 'B0042TY68C', 'B007TRUW0A']
A2U1WQYFE8E63W	1	['B00756KYD0', 'B00713P0BS']
A2U1WQYFE8E63W	12	['B005SKGJX4', 'B004KQ8RKK']
A2U27A197AH87W	1	['B0099YAWWO', 'B009E87SD6', 'B0094CX21E']
A2U27A197AH87W	12	['B00HMCHUCU']
A2U2EQ7YX67W0L	1	['B004E75R3K']
A2U2EQ7YX67W0L	13	['B008CNZ8KY']
A2U2RI4WUAVOLJ	1	['B00B2A1N7Q', 'B00BTIOOZE']
A2U3M0EVC6UUIF	1	['B00BJ8VS7G', 'B008QI05X0']
A2U3M0EVC6UUIF	5	['B00F58MU32']
A2U3PTTNN7JG9F	1	['B00AG0D52O', 'B0082PH1MK', 'B0085JRQIM']
A2U3PTTNN7JG9F	12	['B0084F4HY8']
A2U3PTTNN7JG9F	23	['B0085JRQIM']
A2U439E9N19XGM	15	['B006VP6X4U']
A2U439E9N19XGM	33	['B005ZSVZRY']
A2U44T77WHP3CX	1	['B009IF5E1I', 'B009XGZGZG']
A2U44T77WHP3CX	17	['B00EJ4CE84']
A2U44T77WHP3CX	22	['B009XGZGZG']
A2U44T77WHP3CX	26	['B009XGZGZG']
A2U497FXL7NYVN	1	['B00ASVSSDM', 'B007P84VGY', 'B006T8K2S2']
A2U4GBAP1EY2CO	1	['B009EJPDP0', 'B009DUCKLU', 'B00AHSWANA']
A2U4GBAP1EY2CO	11	['B00AHSWANA']
A2U50ES7DIEHC9	1	['B004AJ8PG8']
A2U50ES7DIEHC9	10	['B00ATUHDDI']
A2U50ES7DIEHC9	15	['B003UC93WQ']
A2U50ES7DIEHC9	23	['B004AJ8PG8']
A2U5PD6M8R0EAH	10	['B001XXUOQI']
A2U5SHH128W6FF	1	['B00F856178']
A2U5SHH128W6FF	3	['B005CRPU74']
A2U5SI4WJ02FIC	10	['B005FUNYSA']
A2U5SI4WJ02FIC	30	['B003Y3BM0W']
A2U6AWBGY1QUR1	12	['B00IGISO9C']
A2U6AWBGY1QUR1	14	['B00IGISO9C']
A2U6AWBGY1QUR1	27	['B00CR74FLO']
A2U6EHRFSBYMMU	1	['B00KB9AWEE']
A2U6EHRFSBYMMU	5	['B007IMPTNQ']
A2U6GHU2EMC5M5	91	['B00HCNHH2W']
A2U6HBHYLCPU1N	1	['B00BL0CD1M']
A2U6HBHYLCPU1N	12	['B00CK8XOAI']
A2U6HBHYLCPU1N	17	['B00HHT9FL2']
A2U6HBHYLCPU1N	27	['B004G1L52Q']
A2U6HBHYLCPU1N	9	['B00EU79YH4']
A2U6IQ8PGJ9U13	1	['B0055AGUMW']
A2U6IQ8PGJ9U13	12	['B003MIIRM0']
A2U6TT0YSI6WQN	1	['B00ACEOGJA', 'B0094CWZ7G', 'B009C45V54']
A2U6X0GHPCODVV	1	['B00CIRLJPI']
A2U6X0GHPCODVV	32	['B00CIRLJPI']
A2U70VYZ9U2B1E	1	['B00AENR8Q2', 'B00A1YXIUE']
A2U75XXJ7UMSG3	27	['B005O5WSTW']
A2U7C3979YNQV2	1	['B00846V35I', 'B003SX0OW0', 'B006HZLJNY']
A2U7C3979YNQV2	19	['B005WF9OHI', 'B006HZLJNY']
A2U7C3979YNQV2	23	['B006HZLJNY']
A2U7C3979YNQV2	32	['B00846V35I']
A2U7OV8WTG0F5U	1	['B00FA9EIJA']
A2U7OV8WTG0F5U	10	['B00E894ZI2']
A2U7PX2S69840I	1	['B007S0NDJK']
A2U7VYGI7E3TEG	1	['B004KT4B8O', 'B00D31NIY8']
A2U7VYGI7E3TEG	5	['B00A6UHNRW']
A2U8NJ898KV1DT	1	['B009OULZKQ', 'B009I6WSG6', 'B009F7TJN8']
A2U8PGFNDAD2OV	31	['B0081XHMGI']
A2U8QA856AC193	15	['B00AANQLRI']
A2U8QA856AC193	17	['B00AANQLRI']
A2U8QA856AC193	37	['B00AANQLRI']
A2U8QA856AC193	5	['B00AANQLRI']
A2U99YOV4RYYXQ	1	['B00BW6GH76']
A2U9I2KJ4YK6G7	12	['B0080U6K9C']
A2U9RZNVN4IDOB	1	['B007OZRGY2', 'B00CP1QOQ6', 'B006B2VO56']
A2U9V91WQ0IQQD	1	['B00ELMXX20']
A2U9V91WQ0IQQD	19	['B00G5TYX26']
A2U9XLTLYC28OL	1	['B004BOWHZ2']
A2U9XLTLYC28OL	10	['B001XXUOQI']
A2U9XLTLYC28OL	23	['B002EXHR1Q']
A2UA4VUOPYVGBU	1	['B00DD6I64A']
A2UA4VUOPYVGBU	3	['B00B26ZSL2']
A2UA6GKU81HSHZ	1	['B006G7Z6VY']
A2UATTW1F1O6XK	16	['B0090AAOUW']
A2UATTW1F1O6XK	6	['B00D8WVP74']
A2UBQA85NIGLHA	31	['B00BW0XZO0']
A2UBQTBZO6K413	1	['B003U0K26O', 'B009IFU5P8', 'B006YLWJ0I']
A2UBSGFCP2QFNV	1	['B009F4XM48']
A2UBSGFCP2QFNV	6	['B007YYUUA0']
A2UBT6Y8W3YDQK	1	['B0093CDLM0', 'B00EISLWS4']
A2UBWM4N2LXVIM	1	['B009GMXYP6', 'B00EC0XRC2', 'B009N5QJAS']
A2UBXAD6Y0UEJK	1	['B006D1T0JC', 'B009E5O9UE', 'B00DCIZJ5S']
A2UBXAD6Y0UEJK	11	['B009E5O9UE']
A2UBXAD6Y0UEJK	27	['B0094M6MJ8']
A2UC1IGCEZWBZ	27	['B00BJF1DLU']
A2UC1WQHZIEMPN	1	['B006USG7ZI', 'B006CBH0QI']
A2UC8ECMS3R8YJ	12	['B00B4J94OY']
A2UCDLO7V7DG6	1	['B005C3CSXC', 'B00ANGOICC']
A2UCPB7TNTW5GW	13	['B00G26XWDI']
A2UCPB7TNTW5GW	20	['B009P16FKY']
A2UCUPXBCDOFA3	12	['B005XQGBE0']
A2UCX6SQXQOE0R	1	['B00DSQSAEQ', 'B00CC3BW0K']
A2UCX6SQXQOE0R	12	['B004CW5GG0']
A2UD5EG63WWTUR	12	['B00C5SMPA8']
A2UD8WW52IRDH4	10	['B00696EDWA', 'B009LAZG2M']
A2UD8WW52IRDH4	13	['B00BMRXWHI']
A2UDIVPMQ7JCWX	1	['B007TRUW0A']
A2UDIVPMQ7JCWX	31	['B002JCSAWW']
A2UDLVBJA4SLDK	1	['B009T8YXCA']
A2UDNUGF88JI8B	1	['B005DOTWSY', 'B006IX7Q6E']
A2UDNUGF88JI8B	12	['B00C5SMPA8']
A2UDNUGF88JI8B	3	['B00B26ZSL2']
A2UDV7BEM87HDZ	1	['B006QYY88E', 'B0013NUD2I']
A2UDV7BEM87HDZ	28	['B005O1I7T6']
A2UE0QBDSPVE6O	17	['B007FHZVOG']
A2UE6GLIMIZN4W	27	['B004J75YLU']
A2UE7IZWQWC1JA	1	['B00AOCSFYC']
A2UE7IZWQWC1JA	10	['B00C762L6G']
A2UEB48LAWFUCW	16	['B0013A7KMW']
A2UEB48LAWFUCW	17	['B00E2YI052']
A2UEB48LAWFUCW	5	['B007ZQJ5XU']
A2UEB48LAWFUCW	6	['B0009B0IX4', 'B007MC6WGK', 'B0092KJ9BU', 'B00BWG4TUI', 'B005OW4AWS']
A2UEGB6AEJR83F	1	['B00BUIG6OK']
A2UEGB6AEJR83F	6	['B0009B0IX4']
A2UELJ0I8UTG15	1	['B00BJN74OM', 'B00F8P9UFS', 'B00AG0D4BQ']
A2UELJ0I8UTG15	17	['B00GN57V5I']
A2UER8D0F677XM	1	['B005DEKC9C', 'B009S9DSVM']
A2UER8D0F677XM	26	['B005DEKC9C']
A2UEW54AC85MKL	1	['B00BMCYYL6', 'B00BSZZA3I']
A2UEW54AC85MKL	12	['B00BUF7EI0']
A2UF0E6N27WJYB	1	['B005GNENB8', 'B005I1WAJK']
A2UF2M9A8HHKOS	1	['B004I55PB2']
A2UF3NLORSWUI3	1	['B005ZG0342']
A2UFAKH7Y8VH5N	1	['B00E486Q9I']
A2UFAKH7Y8VH5N	12	['B00264FS3W']
A2UFAKH7Y8VH5N	15	['B00AANMVNQ']
A2UFAKH7Y8VH5N	37	['B005NF5NTK', 'B00AANMVNQ']
A2UFAKH7Y8VH5N	5	['B005NF5NTK', 'B00AANMVNQ', 'B003XIBJKG']
A2UFJUXRBBZ8UU	1	['B005SUHPO6']
A2UFJUXRBBZ8UU	16	['B0062ICRGE']
A2UFNB9REUD4I3	1	['B009RI0C9A', 'B006C248BC', 'B00EXWJ02U']
A2UFQMUEXDNU3I	1	['B005SUHRVC']
A2UFT31MBLM9VN	1	['B00BI2M4P8', 'B008V9CNX4']
A2UFT31MBLM9VN	11	['B00BI2M4P8']
A2UFT31MBLM9VN	3	['B0050ROC7U']
A2UFY55NVE2KZQ	1	['B008I7C8UM', 'B009S3FUF0']
A2UFZ19IEEG3HO	1	['B005JHIYLG', 'B004IAKVDY', 'B009JZE1XE']
A2UG1M0SNCUTVH	1	['B004MME09O']
A2UG220UJU5DO	1	['B005SUHPO6']
A2UG220UJU5DO	12	['B005W5WP4M']
A2UG220UJU5DO	15	['B00GN5U5N8']
A2UG220UJU5DO	17	['B00E2YI052']
A2UGHSGF5XGP3J	1	['B003VC8X8U', 'B005UC13P4']
A2UGHSGF5XGP3J	12	['B00CHSEMR0']
A2UGHSGF5XGP3J	4	['B00470ERYO']
A2UGO0VRTI7CUK	10	['B00DVBB0XQ']
A2UGO0VRTI7CUK	12	['B00BPDYVDS']
A2UGO0VRTI7CUK	13	['B00G26XWDI']
A2UGRYL4Z86XU8	1	['B005SUHPO6']
A2UH0TSMAFDQCI	1	['B0094CX21E', 'B0055AGUMW', 'B00DMKGPP4', 'B004M5KV3A']
A2UH0TSMAFDQCI	12	['B003MIIRM0']
A2UHD0JG9P6MMR	10	['B005167KVA']
A2UHE4SZ5PQK1R	1	['B003SX0P6A']
A2UHE4SZ5PQK1R	27	['B004G1L52Q']
A2UHZ066BC4UYA	1	['B00993E7PI']
A2UHZ066BC4UYA	27	['B004G1L52Q']
A2UHZ066BC4UYA	45	['B000SR19V4']
A2UI4XTIWKKNH	4	['B00AIG7Z1I', 'B003ZU5X36']
A2UISZV5CTD805	1	['B00BTYGNN4', 'B00CYHHDBG']
A2UIYULZNTGQ4Q	12	['B006JHUEMM']
A2UIYULZNTGQ4Q	16	['B00D1VVQ4O']
A2UJ2VU9S33MEB	1	['B0098FKHBU', 'B009ANUM9C']
A2UJ2VU9S33MEB	11	['B00A44OEYU']
A2UJFSJ72C29L	1	['B004AJ8PG8']
A2UJFSJ72C29L	13	['B00DRJTY44']
A2UJFSJ72C29L	23	['B004AJ8PG8']
A2UJXU5Y0K6DK	1	['B008DM10WE']
A2UJZA272LPLPI	10	['B00HUW9NYK']
A2UJZA272LPLPI	15	['B00AANMVNQ']
A2UJZA272LPLPI	37	['B00AANMVNQ']
A2UJZA272LPLPI	5	['B00AANMVNQ']
A2UKE7GIVC7XFW	6	['B00H2RP6W6', 'B004KPLA9Q']
A2UKHA93VNBNDH	12	['B005CHHZH2']
A2UKHA93VNBNDH	13	['B005XBC7SY']
A2UKKWU8YPSGY9	1	['B00E5QBOD2', 'B004ECWXAU']
A2UKKWU8YPSGY9	10	['B00CIGOW7G']
A2ULDBDEP1NMZK	15	['B00AA6CS86']
A2ULDBDEP1NMZK	37	['B00AA6CS86']
A2ULDBDEP1NMZK	5	['B00AA6CS86']
A2ULNLP2UXNYAD	1	['B005ZMJ4F0']
A2ULNLP2UXNYAD	15	['B00HEARSQ8']
A2UM9OZJ1TWAEJ	1	['B006USG7ZI']
A2UMZDRM28IAUG	1	['B009E5O9UE']
A2UMZDRM28IAUG	11	['B009E5O9UE']
A2UMZDRM28IAUG	22	['B007CBSBM4']
A2UN4A97NKWTI4	1	['B005AAVBVW', 'B0055S212C']
A2UN4A97NKWTI4	35	['B009PO7IQ6', 'B007PCU95C']
A2UN4A97NKWTI4	9	['B005VNKB7S']
A2UNZO2SQX8CJ0	1	['B009AGAFGO', 'B00BTIOOZE', 'B009C6KFE4']
A2UO2SEINLVTXE	1	['B005GL2TSY', 'B00FH908OC']
A2UO6Q4OBN95FW	1	['B007L71GPS']
A2UO6Q4OBN95FW	27	['B003DM4KLW']
A2UO6Q4OBN95FW	28	['B005V1KFTO', 'B0052OHE7G']
A2UO6Q4OBN95FW	38	['B0052OHE7G']
A2UO9JXYQ1V2LZ	6	['B0018RBETU']
A2UOCH43JJ50HL	1	['B009QO1H6M', 'B009B75ZQM', 'B009NR7K2W']
A2UOEWYQNTH9LN	1	['B00891DWR0', 'B008A0WPR8', 'B00891DQSK']
A2UOHALGF2X77Q	16	['B000G2TLIO']
A2UOHALGF2X77Q	17	['B00A8NP4LY']
A2UOHALGF2X77Q	6	['B005PUZO92']
A2UOHALGF2X77Q	91	['B00HCNHH2W']
A2UOIVP9XPJMPJ	1	['B009AGAFGO', 'B0058PHSHA']
A2UOJJAATCOQMW	1	['B009HCSKM2', 'B005SUHPO6']
A2UOSYIC8D0LBP	1	['B00F856178']
A2UOSYIC8D0LBP	8	['B001953NGS']
A2UP15DSUPT6YD	1	['B00BKOWJCC']
A2UP15DSUPT6YD	108	['B00DPMNNUO']
A2UP15DSUPT6YD	27	['B00DPMNNUO']
A2UP4KTB3B88A0	1	['B003ZM35PC']
A2UPE7OTFZS84O	1	['B00APL5AFY']
A2UPE7OTFZS84O	5	['B00A6UHNRW']
A2UPN9KTFJPN75	1	['B00CAGC4II']
A2UPN9KTFJPN75	11	['B00CAGC4II']
A2UQ7A3SGOCM63	1	['B006UZK91E', 'B00BV96VDY']
A2UQ7A3SGOCM63	17	['B009O47G9Q']
A2UQ7A3SGOCM63	35	['B007PY57ZC']
A2UQAE6SRS5BW0	15	['B001RMJPG0']
A2UQC2G6BOM9E9	1	['B002W0B0IW']
A2UQC2G6BOM9E9	13	['B006JUBAFO']
A2UQC2G6BOM9E9	4	['B002VDSZII']
A2UQGPBIDBXS89	12	['B004IN00A0']
A2UQIQUOAB47OT	10	['B007G51X6C']
A2UQX5154CPXIZ	1	['B00HANGW9I']
A2UQX5154CPXIZ	12	['B006EC5X6O']
A2UQX5154CPXIZ	28	['B00HPP3VW2']
A2UR5UYOIQQYRB	0	['B0048IZL5E']
A2UR5UYOIQQYRB	1	['B0048IZL5E']
A2URKEA8DRRF8U	1	['B00EPLTC1I', 'B0065VZHZQ']
A2URUJ0MQJQV6Q	1	['B006JO232E']
A2URUJ0MQJQV6Q	14	['B006JO232E']
A2URUJ0MQJQV6Q	22	['B002YKOIHU']
A2URUJ0MQJQV6Q	6	['B0057WWK5E']
A2US5Z1GADAZXR	1	['B00F0TFGY6', 'B005SUHPO6', 'B004MB66B0']
A2US5Z1GADAZXR	25	['B007C5S3AU']
A2USAA86GDTLKK	1	['B0093CDLM0', 'B005G22I9S']
A2USAA86GDTLKK	12	['B006JB6XH8']
A2USAA86GDTLKK	6	['B0028Q6QUW']
A2USABG8HB9VBE	1	['B005AAVBVW']
A2USCKVGQ9MEWO	1	['B005EGD2AU']
A2UT1BM4T2B9Z1	1	['B0094CX0PW']
A2UT29ZIXGLX54	1	['B005SUHPO6']
A2UTEA9QW087A0	1	['B007A8IXD6', 'B0093IHVJI']
A2UTEA9QW087A0	10	['B00HKSCJ22']
A2UTEA9QW087A0	12	['B006JB6XH8', 'B009CE526W']
A2UTEA9QW087A0	31	['B00BW0XZO0']
A2UTEA9QW087A0	6	['B004DR8PW6', 'B007MC6WGK']
A2UTF3KQ1J9VEN	1	['B004TCSSEA', 'B004WXC4P0', 'B00BURI9NC']
A2UTF3KQ1J9VEN	13	['B0098DXZKM']
A2UTPFWPB5DB8G	1	['B005BYSV7O', 'B005EMMQ9M']
A2UTTH4T27JTRE	28	['B00HPP3QD6']
A2UTZ14GG9H7D	1	['B00D5UZC32']
A2UTZ14GG9H7D	13	['B006W0ZX1S']
A2UUIPFLKJWVFQ	10	['B00DKXXLNC']
A2UUIPFLKJWVFQ	12	['B006DS46FI']
A2UUIPFLKJWVFQ	17	['B00BUUBCCE']
A2UULXD4X8YG3G	13	['B00AQRYO68']
A2UUS8SH9F64EO	1	['B005VNJQZG', 'B0067RAI02', 'B005DOTWSY', 'B005VNJZ0C']
A2UUS8SH9F64EO	6	['B000GAO9T2']
A2UUXP72P1US66	10	['B00FQPGAHG']
A2UUXP72P1US66	6	['B000GAO9T2']
A2UVEKBBKK0U6I	27	['B00AWUDAFK']
A2UVGGND8TLNVX	5	['B00ESTWVLK']
A2UVY4WCC7RY0R	10	['B00955OAG6']
A2UVY4WCC7RY0R	17	['B004LSN0GS']
A2UVYN2FO7X43V	6	['B0049SKHYS']
A2UW0FJE4CST7H	1	['B005JHIYLG', 'B007UZCHV8']
A2UW0FJE4CST7H	13	['B008BAUKSI']
A2UW1V9LV5S3KA	1	['B00AEE344G', 'B00DB0J0QQ']
A2UW1V9LV5S3KA	22	['B00DB0J0QQ']
A2UW1V9LV5S3KA	27	['B0075PZGTS']
A2UW5F9C8DF11L	1	['B00E8GQEQ6', 'B00CXM1I0E']
A2UW5F9C8DF11L	13	['B007ZN5LE0']
A2UW5F9C8DF11L	31	['B005FSRZX2']
A2UW7CKLQAFZK1	12	['B00CK8XOAI', 'B00AX9G2MS']
A2UW7CKLQAFZK1	22	['B0098T62GA']
A2UW7VITTAPCUO	1	['B005VNJH7I', 'B006I0E2FA', 'B0093CDLM0', 'B00993E7PI']
A2UW7VITTAPCUO	26	['B006I0E2FA']
A2UWDYNG7MUETA	10	['B00BPYMUTY']
A2UWDYNG7MUETA	126	['B00EF1OGOG']
A2UWDYNG7MUETA	15	['B005K7192G', 'B00EF1OGOG']
A2UWDYNG7MUETA	37	['B005K7192G', 'B00EF1OGOG']
A2UWDYNG7MUETA	5	['B005K7192G', 'B00EF1OGOG']
A2UWIR0RACDEUG	1	['B00617R4L4']
A2UWPFYTMPW6S5	15	['B0013G8PTS']
A2UWPFYTMPW6S5	34	['B0013G8PTS']
A2UWPPU5GZLMQZ	12	['B009A51Y1U']
A2UWPPU5GZLMQZ	135	['B00511PS3C']
A2UWPPU5GZLMQZ	137	['B00511PS3C']
A2UWPPU5GZLMQZ	17	['B00511PS3C']
A2UWPPU5GZLMQZ	37	['B00511PS3C']
A2UWXDSV8FNX3D	1	['B00A7HQ9SI']
A2UWXDSV8FNX3D	12	['B009BXCKVE']
A2UWXDSV8FNX3D	27	['B00C7J5ZC0']
A2UX0BW8BN2HDM	1	['B008EU7HRM', 'B00AJDBGME', 'B0075YBNJ6', 'B004HGUVPM', 'B006H9Z9YK']
A2UX1AV7XIZTVV	4	['B004L08BAG']
A2UX1QYTF609V	6	['B0030C4K8I', 'B001DETCUG']
A2UXBI9HO2YLWA	1	['B005MGUTW6']
A2UXBI9HO2YLWA	27	['B004G1L52Q']
A2UXBI9HO2YLWA	28	['B00AQ30KLK']
A2UXF744KP1GQD	12	['B0092QSQEK']
A2UXYK1JXAN35J	1	['B006CEKBFM']
A2UXYK1JXAN35J	35	['B006CEKBFM']
A2UY3K9AVPRIRQ	1	['B00D31QF1Q']
A2UY3K9AVPRIRQ	20	['B007ZZ43DS']
A2UY3K9AVPRIRQ	5	['B00BB5VQCE']
A2UYMXN1K8VWWV	12	['B00AI6K5JW']
A2UYMXN1K8VWWV	14	['B00AI6K5JW']
A2UYMXN1K8VWWV	35	['B00B11AWUU']
A2UYMXN1K8VWWV	6	['B002UXQT2S']
A2UYNRUAY69W0W	1	['B00EV8Y50S']
A2UYNRUAY69W0W	30	['B0061R3DVO']
A2UYOHGXFU8GNY	12	['B00BQ3FZ9G', 'B004ZGR6UM']
A2UYOHGXFU8GNY	30	['B0050DDVUI']
A2UYU39FW7TEJC	1	['B006DQZKZK', 'B004WLXB0O']
A2UYU39FW7TEJC	27	['B0092V89AQ']
A2UYUQCBFV9D5S	6	['B007L5NKZO', 'B0017KXLC6']
A2UYXIL6S3SL6R	1	['B0093NX8I6']
A2UYYTEOJGEI6E	12	['B007FGAS3G']
A2UYYTYRBO7AT8	1	['B0042TY68C']
A2UYYTYRBO7AT8	12	['B00CMDYX0G']
A2UYYTYRBO7AT8	15	['B00FPFM4AY']
A2UZ2KENH6OCMF	12	['B004RTD7UU']
A2UZ2KENH6OCMF	35	['B00B0KS6GE']
A2UZ4PV7XYN016	16	['B0067M9JBQ']
A2UZ4PV7XYN016	30	['B009Z1MNF0']
A2UZ8BJXGUGWDY	1	['B005XBLAZU', 'B00BLQIIWY', 'B000O5GMCG', 'B0069YPU9C']
A2UZ8BJXGUGWDY	15	['B0012J52OC']
A2UZ8BJXGUGWDY	8	['B001953NGS']
A2UZCXV5TPQ78V	15	['B00FCISG6K']
A2UZCXV5TPQ78V	27	['B004G1L52Q']
A2UZCXV5TPQ78V	37	['B00FCISG6K']
A2UZCXV5TPQ78V	4	['B00BJBWYMQ']
A2UZD1O1E7IPCG	1	['B005SUHPO6', 'B007D6J64K']
A2UZD1O1E7IPCG	12	['B0050FXANY']
A2UZFHPLHATNB4	1	['B005BYSV7O', 'B00F3YSN5M']
A2UZFHPLHATNB4	11	['B00F3YSN5M']
A2UZGDM52W2X7R	1	['B004WXC4P0', 'B00CA6BNTO']
A2UZGDM52W2X7R	11	['B00CA6BNTO']
A2UZGDM52W2X7R	12	['B00IM7DV9K']
A2UZJ8OULBLNL6	1	['B00GXO6UHE']
A2UZJ8OULBLNL6	15	['B0043GUKT8']
A2UZJ8OULBLNL6	6	['B004CU1VW0']
A2UZJFW76S7LEF	12	['B009KA79BO']
A2UZJFW76S7LEF	16	['B0099LATZ2']
A2UZJFW76S7LEF	4	['B00C1CKPFU']
A2UZOYXCXUVK1S	15	['B00563TSU4']
A2UZOYXCXUVK1S	27	['B00C7J5ZC0']
A2V026TK7H80V3	1	['B00IPDRRXC', 'B00ANALDWQ']
